Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S58446239,Mallard,Anas platyrhynchos,471,4,NZ-MWT,Manawatu District,"12–170 Lockwood Road, Kairanga NZ-Manawatu-Wanganui (-40.3284,175.4838)",-40.328411,175.48379,2019-07-26,08:33 AM,eBird - Stationary Count,5,1,,,1
S58387401,Mallard,Anas platyrhynchos,471,2,NZ-MWT,Manawatu District,"15 O'Donnell Road, Newbury NZ-Manawatu-Wanganui (-40.3252,175.5785)",-40.325219,175.578468,2019-07-23,03:59 PM,eBird - Stationary Count,10,1,,,1
S58552519,Mallard,Anas platyrhynchos,471,2,NZ-MWT,Manawatu District,"1614 Longburn Rongotea Road, Kairanga NZ-Manawatu-Wanganui (-40.3477,175.5299)",-40.34773,175.529904,2019-07-30,09:22 AM,eBird - Stationary Count,2,1,,,1
S58719906,Mallard,Anas platyrhynchos,471,2,NZ-MWT,Manawatu District,"169 Lockwood Road, Kairanga NZ-Manawatu-Wanganui",-40.329672,175.483711,2019-08-04,09:32 AM,eBird - Stationary Count,12,1,,,2
S57975012,Mallard,Anas platyrhynchos,471,1,NZ-MWT,Manawatu District,"169 Lockwood Road, Kairanga NZ-Manawatu-Wanganui (-40.3295,175.4835)",-40.329476,175.483536,2019-07-07,05:44 AM,eBird - Stationary Count,30,1,,,1
S58362006,Mallard,Anas platyrhynchos,471,4,NZ-MWT,Manawatu District,"169 Lockwood Road, Kairanga NZ-Manawatu-Wanganui (-40.3295,175.4835)",-40.329476,175.483536,2019-07-22,05:06 PM,eBird - Stationary Count,10,1,,,1
S58402415,Mallard,Anas platyrhynchos,471,3,NZ-MWT,Manawatu District,"169 Lockwood Road, Kairanga NZ-Manawatu-Wanganui (-40.3295,175.4835)",-40.329476,175.483536,2019-07-24,09:00 AM,eBird - Stationary Count,26,1,,,1
S58423760,Mallard,Anas platyrhynchos,471,3,NZ-MWT,Manawatu District,"169 Lockwood Road, Kairanga NZ-Manawatu-Wanganui (-40.3295,175.4835)",-40.329476,175.483536,2019-07-25,08:10 AM,eBird - Stationary Count,30,1,,,1
S58676010,Mallard,Anas platyrhynchos,471,4,NZ-MWT,Manawatu District,"169 Lockwood Road, Kairanga NZ-Manawatu-Wanganui (-40.3295,175.4835)",-40.329467,175.483548,2019-08-02,01:44 PM,eBird - Stationary Count,12,1,,,1
S58430511,Mallard,Anas platyrhynchos,471,4,NZ-MWT,Manawatu District,"23 Healey Road, Kairanga NZ-Manawatu-Wanganui (-40.3678,175.5001)",-40.367772,175.500057,2019-07-25,01:53 PM,eBird - Stationary Count,15,1,,,1
S58507400,Mallard,Anas platyrhynchos,471,2,NZ-MWT,Manawatu District,"39 Waituna Tapuae Road, Waituna West NZ-Manawatu-Wanganui (-40.0407,175.6425)",-40.040745,175.642491,2019-07-28,09:56 AM,eBird - Stationary Count,20,1,,,2
S58754574,Mallard,Anas platyrhynchos,471,2,NZ-MWT,Manawatu District,"473–477 Kimbolton Road, Feilding NZ-Manawatu-Wanganui (-40.2115,175.5965)",-40.211501,175.596467,2019-08-05,03:39 PM,eBird - Stationary Count,11,1,,,1
S58150390,Mallard,Anas platyrhynchos,471,2,NZ-MWT,Manawatu District,"6 Watershed Road, Bunnythorpe NZ-Manawatu-Wanganui (-40.2879,175.6971)",-40.287865,175.697052,2019-07-06,11:45 AM,eBird - Stationary Count,5,1,,,2
S58476224,Mallard,Anas platyrhynchos,471,2,NZ-MWT,Manawatu District,"701 Sandon Road, Halcombe NZ-Manawatu-Wanganui (-40.2010,175.4816)",-40.201049,175.481634,2019-07-27,09:58 AM,eBird - Stationary Count,15,1,,,2,,,Mt Biggs EnviroSchool
S58754726,Mallard,Anas platyrhynchos,471,2,NZ-MWT,Manawatu District,"8 Simon Street, Feilding NZ-Manawatu-Wanganui (-40.2202,175.5816)",-40.220216,175.581558,2019-08-05,03:56 PM,eBird - Stationary Count,5,1,,,1
S58387544,Mallard,Anas platyrhynchos,471,6,NZ-MWT,Manawatu District,"862–908 Kairanga Bunnythorpe Road, Kairanga NZ-Manawatu-Wanganui (-40.3334,175.5538)",-40.333379,175.553798,2019-07-23,04:08 PM,eBird - Stationary Count,10,1,,,1
S58349093,Mallard,Anas platyrhynchos,471,2,NZ-MWT,Manawatu District,"Apiti Road, Kimbolton NZ-Manawatu-Wanganui (-40.0251,175.8069)",-40.025092,175.806895,2019-07-21,12:50 PM,eBird - Stationary Count,11,1,,,2
S58454175,Mallard,Anas platyrhynchos,471,4,NZ-MWT,Manawatu District,"Kitchener Park, Feilding NZ-Manawatu-Wanganui (-40.2460,175.5398)",-40.245981,175.539817,2019-07-26,03:34 PM,eBird - Stationary Count,41,1,,,1
S58349098,Mallard,Anas platyrhynchos,471,4,NZ-MWT,Manawatu District,"Kiwitea School, Kiwitea NZ-Manawatu-Wanganui",-40.106749,175.721315,2019-07-21,11:19 AM,eBird - Stationary Count,15,1,,,2
S58150360,Mallard,Anas platyrhynchos,471,50,NZ-MWT,Manawatu District,"Kowhai Park, Feilding NZ-Manawatu-Wanganui (-40.2295,175.5590)",-40.22947,175.558997,2019-07-07,09:25 AM,eBird - Stationary Count,8,1,,,2
S58529246,Mallard,Anas platyrhynchos,471,30,NZ-MWT,Manawatu District,"Kowhai Park, Feilding NZ-Manawatu-Wanganui (-40.2297,175.5588)",-40.229676,175.558756,2019-07-29,10:47 AM,eBird - Stationary Count,11,1,,,1
S58476227,Mallard,Anas platyrhynchos,471,2,NZ-MWT,Manawatu District,"Mt Lee's Reserve Entrance, 93–189 Ngaio Road, Halcombe NZ-Manawatu-Wanganui",-40.187827,175.453131,2019-07-27,09:15 AM,eBird - Stationary Count,11,1,,,2
S58476226,Mallard,Anas platyrhynchos,471,2,NZ-MWT,Manawatu District,"Mt Lee's Reserve, 93–189 Ngaio Road, Halcombe NZ-Manawatu-Wanganui",-40.188035,175.452001,2019-07-27,09:28 AM,eBird - Stationary Count,22,1,,,2
S58754783,Mallard,Anas platyrhynchos,471,2,NZ-MWT,Manawatu District,"Timona Park, Feilding NZ-Manawatu-Wanganui (-40.2222,175.5836)",-40.22219,175.583646,2019-08-05,04:05 PM,eBird - Stationary Count,3,1,,,1
S58896703,Mallard,Anas platyrhynchos,471,2,NZ-MWT,Palmerston North City,"20–144 Forest Hill Road, Aokautere NZ-Manawatu-Wanganui (-40.3505,175.7037)",-40.350518,175.703674,2019-08-11,09:15 AM,eBird - Stationary Count,23,1,,,2,,,Goldfinches in stinging nettles within a sheep paddock
S58896700,Mallard,Anas platyrhynchos,471,4,NZ-MWT,Palmerston North City,"Fitzherbert East Road, Aokautere NZ-Manawatu-Wanganui (-40.3292,175.7381)",-40.329234,175.738068,2019-08-11,10:54 AM,eBird - Stationary Count,10,1,,,2,,,Overlooking drainage ditch through farmland
S58699018,Mallard,Anas platyrhynchos,471,1,NZ-MWT,Rangitikei District,"515 Onepuhi Road, Marton NZ-Manawatu-Wanganui",-40.075069,175.476738,2019-08-03,09:35 AM,eBird - Stationary Count,20,1,,,2
S58699010,Mallard,Anas platyrhynchos,471,2,NZ-MWT,Rangitikei District,"68 Smalls Road, Marton NZ-Manawatu-Wanganui",-39.994035,175.386208,2019-08-03,11:28 AM,eBird - Stationary Count,10,1,,,2
S58431124,Mallard x Grey Duck (hybrid),Anas platyrhynchos x superciliosa,482,3,NZ-MWT,Manawatu District,"1090 Longburn Rongotea Road, Rongotea NZ-Manawatu-Wanganui (-40.3129,175.4909)",-40.312937,175.490877,2019-07-25,02:45 PM,eBird - Stationary Count,10,1,,,1
S58454175,Mallard x Grey Duck (hybrid),Anas platyrhynchos x superciliosa,482,2,NZ-MWT,Manawatu District,"Kitchener Park, Feilding NZ-Manawatu-Wanganui (-40.2460,175.5398)",-40.245981,175.539817,2019-07-26,03:34 PM,eBird - Stationary Count,41,1,,,1
S58529246,Mallard x Grey Duck (hybrid),Anas platyrhynchos x superciliosa,482,20,NZ-MWT,Manawatu District,"Kowhai Park, Feilding NZ-Manawatu-Wanganui (-40.2297,175.5588)",-40.229676,175.558756,2019-07-29,10:47 AM,eBird - Stationary Count,11,1,,,1
S58699018,Mallard x Grey Duck (hybrid),Anas platyrhynchos x superciliosa,482,2,NZ-MWT,Rangitikei District,"515 Onepuhi Road, Marton NZ-Manawatu-Wanganui",-40.075069,175.476738,2019-08-03,09:35 AM,eBird - Stationary Count,20,1,,,2
S58699015,Indian Peafowl,Pavo cristatus,1139,25,NZ-MWT,Rangitikei District,"752–838 Jeffersons Line, Marton NZ-Manawatu-Wanganui",-40.020641,175.47519,2019-08-03,10:43 AM,eBird - Stationary Count,5,1,,,2
S58507404,Ring-necked Pheasant,Phasianus colchicus,1437,1,NZ-MWT,Manawatu District,"194 Oroua Road, Kairanga NZ-Manawatu-Wanganui",-40.297639,175.519776,2019-07-28,09:21 AM,eBird - Casual Observation,,0,,,2
S58349101,Wild Turkey,Meleagris gallopavo,1706,7,NZ-MWT,Manawatu District,"Cheltenham School, Cheltenham NZ-Manawatu-Wanganui",-40.136168,175.658566,2019-07-21,10:46 AM,eBird - Stationary Count,25,1,,,2
S58896697,Rock Pigeon,Columba livia,1798,25,NZ-MWT,Manawatu District,"Napier Road, Ashhurst NZ-Manawatu-Wanganui (-40.3058,175.7583)",-40.305832,175.758342,2019-08-11,11:10 AM,eBird - Stationary Count,13,1,,,2,,,River bed under Manawatu River bridge at Ashhurst
S58507394,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1813,7,NZ-MWT,Manawatu District,"1503 Kimbolton Road, Cheltenham NZ-Manawatu-Wanganui",-40.136487,175.664078,2019-07-28,11:21 AM,eBird - Casual Observation,,0,,,2
S58409681,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1813,6,NZ-MWT,Manawatu District,"156 Mill Road, Rongotea NZ-Manawatu-Wanganui (-40.2994,175.4734)",-40.29939,175.473393,2019-07-24,03:45 PM,eBird - Stationary Count,15,1,,,1
S58348734,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1813,1,NZ-MWT,Manawatu District,"1662 State Highway 3, Awahuri NZ-Manawatu-Wanganui (-40.2700,175.5116)",-40.269951,175.511599,2019-07-21,01:38 PM,eBird - Casual Observation,,0,,,1
S58551929,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),1813,5,NZ-MWT,Manawatu District,"814 Rangitikei Line, Newbury NZ-Manawatu-Wanganui (-40.3216,175.5789)",-40.321603,175.578911,2019-07-30,09:15 AM,eBird - Casual Observation,,0,,,1
